titulo,idioma,subtitulos,ano,categorias,sinopsis_x,tipo,link,temporadas,capitulos,sinopsis_capitulo,duracion_minutos
Rescue Vet,English,English,2012,Reality TV,"In a brand new 13-part series, three American veterinary clinics open their doors and bring viewers inside their world of animal rescue.",Serie,https://filmzie.com/content/rescue-vet-2012,Season 1,Episode 10,It's concerning when a Dalmatian in discomfort due to mouth pain reveals a distressing diagnosis: a mass located in her oral cavity. This discovery raises significant concerns and prompts the need for immediate veterinary attention to determine the nature of the mass and outline appropriate treatment options for the dog's well-being.,22
Rescue Vet,English,English,2012,Reality TV,"In a brand new 13-part series, three American veterinary clinics open their doors and bring viewers inside their world of animal rescue.",Serie,https://filmzie.com/content/rescue-vet-2012,Season 1,Episode 11,"In today's episode of Rescue Vet, a critical situation unfolds as a Cavalier King Charles Spaniel undergoes brain surgery. The stakes are high as the owner uncovers a rare condition that poses a severe threat to the dog's life. The surgical intervention becomes a beacon of hope, highlighting the dedication and expertise of the veterinary team working tirelessly to save this beloved pet from a potentially life-threatening condition.",22
Rescue Vet,English,English,2012,Reality TV,"In a brand new 13-part series, three American veterinary clinics open their doors and bring viewers inside their world of animal rescue.",Serie,https://filmzie.com/content/rescue-vet-2012,Season 1,Episode 12,"In one case, a Labrador faces uncertainty as an unidentified lump emerges in its neck, prompting concern and the need for veterinary examination to determine its nature and potential impact on the dog's health.",22
Rescue Vet,English,English,2012,Reality TV,"In a brand new 13-part series, three American veterinary clinics open their doors and bring viewers inside their world of animal rescue.",Serie,https://filmzie.com/content/rescue-vet-2012,Season 1,Episode 13,"In a critical turn of events, a French Bulldog diagnosed with a brain tumor is urgently brought to the emergency room, highlighting the gravity of the situation and the need for immediate medical intervention to address this serious condition affecting the dog's health.",22
Animal Armory,English,None,2016,"Documentary, European Production","The lives of animals are not peaceful. They must be able to find food for themselves and their young and avoid becoming food themselves. Sometimes they must also compete with others of their own kind-for food, territory, or mates. Traps, lures and lies are well-known tricks of men, but they are also skillfully employed by creatures in the animal kingdom. From antlers to horns, humans have long been fascinated by the ability of animals to defend themselves with their natural-born weapons. The creatures featured in this TV-series demonstrate how resourceful and inspired nature can be to ensure survival in the animal world.",Serie,https://filmzie.com/content/animal-armory-2016,Season 1,1. Teeth & Claws,"Teeth and claws. Many animals possess them, but seldom are they wielded with the lethal mastery we see in this episode. Crocodiles and wolves use their bite to ensure they keep their place at the top of their respective food chains. Baboons reveal their menacing teeth to strike fear into their enemies. All this and more in this delicious episode of Animal Armory.",52
Animal Armory,English,None,2016,"Documentary, European Production","The lives of animals are not peaceful. They must be able to find food for themselves and their young and avoid becoming food themselves. Sometimes they must also compete with others of their own kind-for food, territory, or mates. Traps, lures and lies are well-known tricks of men, but they are also skillfully employed by creatures in the animal kingdom. From antlers to horns, humans have long been fascinated by the ability of animals to defend themselves with their natural-born weapons. The creatures featured in this TV-series demonstrate how resourceful and inspired nature can be to ensure survival in the animal world.",Serie,https://filmzie.com/content/animal-armory-2016,Season 1,2. Melee & Brawl,"An animal's ability to fight, brawl, and take a hit can mean the difference between life and death. Elk grow and lose antlers for protection from predators and rival males. The bison rule using stampedes, head-butts, and horns. Animal Armory takes a closer look at these mighty instruments of destruction and the animals that wield them with absolute precision.",52
Animal Armory,English,None,2016,"Documentary, European Production","The lives of animals are not peaceful. They must be able to find food for themselves and their young and avoid becoming food themselves. Sometimes they must also compete with others of their own kind-for food, territory, or mates. Traps, lures and lies are well-known tricks of men, but they are also skillfully employed by creatures in the animal kingdom. From antlers to horns, humans have long been fascinated by the ability of animals to defend themselves with their natural-born weapons. The creatures featured in this TV-series demonstrate how resourceful and inspired nature can be to ensure survival in the animal world.",Serie,https://filmzie.com/content/animal-armory-2016,Season 1,3. Masters of Disguise,"In the animal kingdom, the ability to hide amongst your surroundings and be unseen not only affords you safety from predators but can also make you a deadly hunter. From the African Savannah where zebra blend into the grasses, to the polar bear and arctic fox who disappear in the blinding snow, Animal Armory takes a closer look at how these masters of camouflage hide in plain sight.",51
Animal Armory,English,None,2016,"Documentary, European Production","The lives of animals are not peaceful. They must be able to find food for themselves and their young and avoid becoming food themselves. Sometimes they must also compete with others of their own kind-for food, territory, or mates. Traps, lures and lies are well-known tricks of men, but they are also skillfully employed by creatures in the animal kingdom. From antlers to horns, humans have long been fascinated by the ability of animals to defend themselves with their natural-born weapons. The creatures featured in this TV-series demonstrate how resourceful and inspired nature can be to ensure survival in the animal world.",Serie,https://filmzie.com/content/animal-armory-2016,Season 1,4. Venom & Poison,"In the wild, it can sometimes take more than size, teeth, and brute force to come out on top. There are some creatures in the animal kingdom that are deadly to humans and animals alike, and some are no bigger than two inches long. These are animals that use venom and poison to attack, defend, and hunt.",52
Animal Armory,English,None,2016,"Documentary, European Production","The lives of animals are not peaceful. They must be able to find food for themselves and their young and avoid becoming food themselves. Sometimes they must also compete with others of their own kind-for food, territory, or mates. Traps, lures and lies are well-known tricks of men, but they are also skillfully employed by creatures in the animal kingdom. From antlers to horns, humans have long been fascinated by the ability of animals to defend themselves with their natural-born weapons. The creatures featured in this TV-series demonstrate how resourceful and inspired nature can be to ensure survival in the animal world.",Serie,https://filmzie.com/content/animal-armory-2016,Season 1,5. Spits & Stings,"For many species in the animal kingdom, spitting and stinging is a vital tool for self-defense and pursuing prey. In arctic waters, the walrus depends on its ability to spit in order to feed. The cobra projects its venomous saliva to blind its predators. Animal Armory reveals all the different ways the animal kingdom utilizes these phenomenal fluids.",51
Animal Armory,English,None,2016,"Documentary, European Production","The lives of animals are not peaceful. They must be able to find food for themselves and their young and avoid becoming food themselves. Sometimes they must also compete with others of their own kind-for food, territory, or mates. Traps, lures and lies are well-known tricks of men, but they are also skillfully employed by creatures in the animal kingdom. From antlers to horns, humans have long been fascinated by the ability of animals to defend themselves with their natural-born weapons. The creatures featured in this TV-series demonstrate how resourceful and inspired nature can be to ensure survival in the animal world.",Serie,https://filmzie.com/content/animal-armory-2016,Season 1,6. Ejection & Odor,"Within the Animal Armory, multiple applications of ejection and odor have more than proven their worth. From the cuttlefish to the skunk, both ejection and odor are used to devastating effect to deter or injure would-be predators. These sometimes noxious discharges have allowed countless species to survive another day.",52
Luxury Travel Show,English,None,2018,Documentary,A travel series that shows you how the world's richest travel in both culture and five star living. Go on a magical journey around the globe to the world's best and most luxurious holiday destinations.,Serie,https://filmzie.com/content/luxury-travel-show-2018,Season 1,1. Chiang Mai & Eze,"Nestled in the foothills of northern Thailand, Chiang Mai is the country's fifth largest city. Brimming with culture, beautiful architecture and stunning temples it's often considered a sanctuary away from Bangkok. In the South of France, nestled between Nice and Monte Carlo is the picture postcard town of Eze, where individual buildings are suits in the town's luxury hotel.",21
Luxury Travel Show,English,None,2018,Documentary,A travel series that shows you how the world's richest travel in both culture and five star living. Go on a magical journey around the globe to the world's best and most luxurious holiday destinations.,Serie,https://filmzie.com/content/luxury-travel-show-2018,Season 1,2. Ice Hotel Sweden & Bangkok,Ever fancied spending a night in the Ice hotel? Well in this episode viewers get to view this breathtaking man-made winter wonderland and arctic activities guests can enjoy during their stay in Sweden. Then it's off to warmer climates to Thailand's capital - Bangkok.,23
Luxury Travel Show,English,None,2018,Documentary,A travel series that shows you how the world's richest travel in both culture and five star living. Go on a magical journey around the globe to the world's best and most luxurious holiday destinations.,Serie,https://filmzie.com/content/luxury-travel-show-2018,Season 1,3. St Tropez & St Lucia,"In the South of France, 100 kilometers west of Nice is the famous town of St Tropez. Once a sleepy fishing village, today quite possibly the most Jet Set resort in Europe where the rich and famous holiday. Known as the most romantic island in the Caribbean we explore the beauty and everything St Lucia has to offer.",22
Luxury Travel Show,English,None,2018,Documentary,A travel series that shows you how the world's richest travel in both culture and five star living. Go on a magical journey around the globe to the world's best and most luxurious holiday destinations.,Serie,https://filmzie.com/content/luxury-travel-show-2018,Season 1,4. Florence & Ulagalla,"Sri Lanka, the slightly less travelled route of Southern Asia is an idyllic Buddhist island, where cows roam free and ancient monuments and temples can be found almost everywhere. Then it's off to the busy Italian city of Florence, an art lover's paradise, where world famous pieces of art hanging in virtually every museum.",22
Luxury Travel Show,English,None,2018,Documentary,A travel series that shows you how the world's richest travel in both culture and five star living. Go on a magical journey around the globe to the world's best and most luxurious holiday destinations.,Serie,https://filmzie.com/content/luxury-travel-show-2018,Season 1,5. Parrot Cay & Algarve,"With some of the best beaches in Europe, Portugal's Algarve region has long attracted holiday-makers looking to relax and soak up the sun. But if Europe is too crowded for your travel tastes then how about the private island resort of Parrot Cay in the Caribbean Turks and Caicos Islands, where you can escape, relax and recharge your batteries in the lap of luxury.",21
Luxury Travel Show,English,None,2018,Documentary,A travel series that shows you how the world's richest travel in both culture and five star living. Go on a magical journey around the globe to the world's best and most luxurious holiday destinations.,Serie,https://filmzie.com/content/luxury-travel-show-2018,Season 1,6. Barcelona & London,"Located in Northern Spain, the Catalonian and countries capital, Barcelona is one of the most vibrant and cultural cities in Europe. A city that's equally full of famous buildings is London where a helicopter tour along the River Thames offers birds eye views of London Bridge, The Houses of Parliament, the London Eye and so much more.",22
Luxury Travel Show,English,None,2018,Documentary,A travel series that shows you how the world's richest travel in both culture and five star living. Go on a magical journey around the globe to the world's best and most luxurious holiday destinations.,Serie,https://filmzie.com/content/luxury-travel-show-2018,Season 1,7. Uga Bay and Istanbul,"By seaplane this episode flies from Colombo to Passekudah in Sri Lanka, where The Luxury Travel Show heads to the idyllic resort of Uga Beach for some unusual fine dining locations. Then it's off to Istanbul, the city that straddles Europe and Asia across the Bosphorus strait.",21
Luxury Travel Show,English,None,2018,Documentary,A travel series that shows you how the world's richest travel in both culture and five star living. Go on a magical journey around the globe to the world's best and most luxurious holiday destinations.,Serie,https://filmzie.com/content/luxury-travel-show-2018,Season 1,8. Cayman & Toledo,"Things hot up in this episode of The Luxury Travel Show as we head to the Caribbean island of Grand Cayman and quite literally visit Hell. A small town where visitors can send loved ones a postcard from Hell. The temperature dips only slightly in Toledo for a safari trip in Spain, with sunset drives, horse riding and clay pigeon shooting.",22
Luxury Travel Show,English,None,2018,Documentary,A travel series that shows you how the world's richest travel in both culture and five star living. Go on a magical journey around the globe to the world's best and most luxurious holiday destinations.,Serie,https://filmzie.com/content/luxury-travel-show-2018,Season 1,9. Provo & Rennes,"This gastronomic tour of Brittany stops off for a crêpe in Renne and Oysters in Cancale and visits the historical walled city of St Malo. Then we wiz around the island of Providenciales, known locally as Provo in the Turks and Caicos Caribbean islands. With buggy racing on the beach and a spot of shopping for some very expensive wines.",21
Luxury Travel Show,English,None,2018,Documentary,A travel series that shows you how the world's richest travel in both culture and five star living. Go on a magical journey around the globe to the world's best and most luxurious holiday destinations.,Serie,https://filmzie.com/content/luxury-travel-show-2018,Season 1,10. Stockholm & Lisbon,"For a weekend winter break, Stockholm has got to be one of most beautiful cities to visit. Made up of 14 separate islands, it's one of the best-preserved and largest mediaeval cities in Europe. Then some summer sun in the Portuguese capitol, Lisbon, for a whistle stop cultural tour of the city and a surfing lesson along the coast.",22
Luxury Travel Show,English,None,2018,Documentary,A travel series that shows you how the world's richest travel in both culture and five star living. Go on a magical journey around the globe to the world's best and most luxurious holiday destinations.,Serie,https://filmzie.com/content/luxury-travel-show-2018,Season 1,11. Amboise Loire & Grenada,"There's more to the Loire Valley in France than wine. We're on the Da Vinci trail, following in the last footsteps and final resting place of the great Leonardo da Vinci in the small town of Amboise, deep in the heart of the Loire. Then for the ultimate in relaxation it's a pamper and spa break in Grenada.",21
Luxury Travel Show,English,None,2018,Documentary,A travel series that shows you how the world's richest travel in both culture and five star living. Go on a magical journey around the globe to the world's best and most luxurious holiday destinations.,Serie,https://filmzie.com/content/luxury-travel-show-2018,Season 1,12. Venice and Northern Ireland,"Venice, one of Europe's most iconic and enchanting cities. A labyrinth without roads, only waterways and canals linking one hundred and eighteen separate islands. Then it's off to Northern Ireland, for a ghostly trail around a haunted hotel and a walk on the road to Winterfel, visiting some of the iconic locations featured HBO's Games of Thrones series.",22
Luxury Travel Show,English,None,2018,Documentary,A travel series that shows you how the world's richest travel in both culture and five star living. Go on a magical journey around the globe to the world's best and most luxurious holiday destinations.,Serie,https://filmzie.com/content/luxury-travel-show-2018,Season 1,13. Barbados & Lake Como,"Barbados has it all. Home to The Cliff, one of the world's most famous restaurants, where sharks swim in the flood lit bay and entertain diners. Italy's Lake Como also plays host to a number of famous Hollywood stars and directors who've fallen in love with its breathtaking vistas equally famous food.",22
The Foodie,English,English,2020,Documentary,"Embark on a delectable journey with ""The Foodie"" as host Liz Bramwell, a chef, oyster farmer, and Emmy Award Winner, explores the New England food industry. Join her in meeting farmers, fishermen, and talented chefs.",Serie,https://filmzie.com/content/the-foodie-2020,Season 1,1. All About Beef,"Chef Liz Bramwell travels to Ghent, N.Y. to visit an Angus beef farm and explores the Meat Lab at the Certified Angus Beef ® Culinary Center in Wooster, Ohio. In The Studio Kitchen she demonstrates how to cook the perfect steak.",22
The Foodie,English,English,2020,Documentary,"Embark on a delectable journey with ""The Foodie"" as host Liz Bramwell, a chef, oyster farmer, and Emmy Award Winner, explores the New England food industry. Join her in meeting farmers, fishermen, and talented chefs.",Serie,https://filmzie.com/content/the-foodie-2020,Season 1,2. All About Oysters,"Chef Liz heads out in Duxbury Harbor to dredge oysters and then visits the iconic Union Oyster House in Boston. There, she learns proper shucking technique and then returns to The Studio Kitchen to make some of her favorite oyster dishes.",22
The Foodie,English,English,2020,Documentary,"Embark on a delectable journey with ""The Foodie"" as host Liz Bramwell, a chef, oyster farmer, and Emmy Award Winner, explores the New England food industry. Join her in meeting farmers, fishermen, and talented chefs.",Serie,https://filmzie.com/content/the-foodie-2020,Season 1,3. All About Lobster,"Chef Liz heads north to Maine to go lobster fishing out of historic Perkins Cove. After bringing in the day's catch, she visits the famous Lobster Pound learning all about cooking the perfect lobster dish.",22
The Foodie,English,English,2020,Documentary,"Embark on a delectable journey with ""The Foodie"" as host Liz Bramwell, a chef, oyster farmer, and Emmy Award Winner, explores the New England food industry. Join her in meeting farmers, fishermen, and talented chefs.",Serie,https://filmzie.com/content/the-foodie-2020,Season 1,4. All About Flour,"Chef Liz spends the day with award-winning chef, baker, and entrepreneur, Joanne Chang, at her new 'Breadquarters' in Boston's seaport and learns all about Flour Bakery and Cafe. Watch as Liz explores the world of Flour and its eight locations as well as learning how to make some of Joanne's famous Sticky Buns.",22
The Foodie,English,English,2020,Documentary,"Embark on a delectable journey with ""The Foodie"" as host Liz Bramwell, a chef, oyster farmer, and Emmy Award Winner, explores the New England food industry. Join her in meeting farmers, fishermen, and talented chefs.",Serie,https://filmzie.com/content/the-foodie-2020,Season 1,5. All About Eggs,"Chef Liz Bramwell travels to The Country Hen to meet 80,000 Rhode Island Red Hens humanely raised to produce eggs with high amounts of Omega-3's. She heads back to The Studio Kitchen to prepare her signature Deviled Eggs.",22
The Foodie,English,English,2020,Documentary,"Embark on a delectable journey with ""The Foodie"" as host Liz Bramwell, a chef, oyster farmer, and Emmy Award Winner, explores the New England food industry. Join her in meeting farmers, fishermen, and talented chefs.",Serie,https://filmzie.com/content/the-foodie-2020,Season 1,6. All About Fenway Food,"Chef Liz heads to historic Fenway Park. As she travels through the park highlighting features like the Red Seat and the Green Monster, she stops to sample the collection of tasty favorites across the concourse.",22
Making It in Music City,English,English,2017,Reality TV,"Welcome to Nashville, Music City - where dreams are made or shattered. Follow the journeys of rock band Leaders And Kings, MMDC dance company, and more.",Serie,https://filmzie.com/content/making-it-in-music-city-2017,Season 1,1. Pilot,"Nashville TN also known as Music City. This is a make it or break it town. Thousands of people come to Nashville every year to become a star. We followed up and coming rock band Leaders And Kings who just signed with a Sony Sub label, a pop artist Phenix, and a choreography company MM Dance Company. These are their stories, their struggles, sit back and watch and see if they Make It In Music City.",21
Making It in Music City,English,English,2017,Reality TV,"Welcome to Nashville, Music City - where dreams are made or shattered. Follow the journeys of rock band Leaders And Kings, MMDC dance company, and more.",Serie,https://filmzie.com/content/making-it-in-music-city-2017,Season 1,2. This Summer Is Warped!!!,"Leaders And Kings plays Warped Tour and gets a special surprise for a milestone event. Phenix is gearing towards her EP release and the stress of ""Ride"" is weighing on Waylon to get it mixed and mastered in time. MM Dance Company is in camera training and working with guest stars Peyton and Cassidy. The struggles are adding up and will they all get through another day in Music City.",22
Making It in Music City,English,English,2017,Reality TV,"Welcome to Nashville, Music City - where dreams are made or shattered. Follow the journeys of rock band Leaders And Kings, MMDC dance company, and more.",Serie,https://filmzie.com/content/making-it-in-music-city-2017,Season 1,3. Living in America,"Leaders And Kings go into the studio to cut a unreleased James Brown song with special guest Daryl Brown and Loochie. Phenix on set with Romeo Miller a.k.a Lil Romeo for her new music video ""Ride"". Paradestormer is on location with John Samson for a trailer for an upcoming feature. MM Dance Company is getting done with summer intensives and picks a winner for a concept dance video.",22
Making It in Music City,English,English,2017,Reality TV,"Welcome to Nashville, Music City - where dreams are made or shattered. Follow the journeys of rock band Leaders And Kings, MMDC dance company, and more.",Serie,https://filmzie.com/content/making-it-in-music-city-2017,Season 1,4. Whatchakalooza,"Leaders And Kings finish up in the studio with Daryl Brown (James Browns Son), Phenix and LAK play Whatchakalooza. Phenix gets new dancers for upcoming tour. MMDC on set of Seven music video with the guys of LAK. Guest stars Jordan Allena and John Samson.",22
Making It in Music City,English,English,2017,Reality TV,"Welcome to Nashville, Music City - where dreams are made or shattered. Follow the journeys of rock band Leaders And Kings, MMDC dance company, and more.",Serie,https://filmzie.com/content/making-it-in-music-city-2017,Season 1,5. Till Next Time,"The guys in Leaders In Kings have a big announcement from Casey, as they get ready for a fall tour. MMDC preparing for competition season. A local Music City rock band Locks makes their debut recording their new album. The season finale comes to a close.",22
Backyard Kitchen,English,English,2020,Documentary,"Backyard gardeners Ben and Kelly cook easy dishes with homegrown ingredients, sharing stories and connecting with food. Discover the joy of gardening and delicious meals!",Serie,https://filmzie.com/content/backyard-kitchen-2020,Season 1,1. Tuna Nachos,Ben and Kelly introduce you to the Backyard kitchen to relive the dinner of their first date. But this time with a twist. Take a journey through their past as they make Tuna Nachos.,23
Backyard Kitchen,English,English,2020,Documentary,"Backyard gardeners Ben and Kelly cook easy dishes with homegrown ingredients, sharing stories and connecting with food. Discover the joy of gardening and delicious meals!",Serie,https://filmzie.com/content/backyard-kitchen-2020,Season 1,2. Sesame Chickpeas,"In this episode, when Ben and Kelly step into the Backyard Kitchen, surfing is on the mind to make this Sesame Chickpea dish.",24
Backyard Kitchen,English,English,2020,Documentary,"Backyard gardeners Ben and Kelly cook easy dishes with homegrown ingredients, sharing stories and connecting with food. Discover the joy of gardening and delicious meals!",Serie,https://filmzie.com/content/backyard-kitchen-2020,Season 1,3. Pancakes,Who doesn’t like pancakes? But have you ever had Norwegian Pancakes? Ben and Kelly return to the Backyard Kitchen to make a classic Norwegian breakfast.,29
Backyard Kitchen,English,English,2020,Documentary,"Backyard gardeners Ben and Kelly cook easy dishes with homegrown ingredients, sharing stories and connecting with food. Discover the joy of gardening and delicious meals!",Serie,https://filmzie.com/content/backyard-kitchen-2020,Season 1,4. Salmon,"Having guests come over? In this episode of Backyard Kitchen, Ben and Kelly prepare the perfect dish to turn their heads. Or should we say perfect “fish”?",24
Backyard Kitchen,English,English,2020,Documentary,"Backyard gardeners Ben and Kelly cook easy dishes with homegrown ingredients, sharing stories and connecting with food. Discover the joy of gardening and delicious meals!",Serie,https://filmzie.com/content/backyard-kitchen-2020,Season 1,5. Wasabi Tuna,"Tuna returns to the Backyard Kitchen but this time with a new flavor. Hang out with Ben and Kelly as they prepare the Japanese staple, Wasabi Tuna.",23
Backyard Kitchen,English,English,2020,Documentary,"Backyard gardeners Ben and Kelly cook easy dishes with homegrown ingredients, sharing stories and connecting with food. Discover the joy of gardening and delicious meals!",Serie,https://filmzie.com/content/backyard-kitchen-2020,Season 1,6. Zuchinni,"On the final episode of Backyard Kitchen, it’s time to take a walk through the garden as Ben and Kelly taste fresh herbs and prepare a favorite in the Gardner home.",25
Bill Tilghman and the Outlaws,English,English,2019,"Drama, History, Western","A movie company comes to Oklahoma to convince legendary lawman Bill Tilghman to star in a bank robbery silent film featuring real outlaws. Tilghman reluctantly agrees, not realizing everyone's lives will never be the same.",Serie,https://filmzie.com/content/bill-tilghman-and-the-outlaws-2019,Season 1,1. A Proposition For You,A movie company comes to Oklahoma to convince legendary lawman Bill Tilghman to star in a bank robbery silent film featuring real outlaws.,21
Bill Tilghman and the Outlaws,English,English,2019,"Drama, History, Western","A movie company comes to Oklahoma to convince legendary lawman Bill Tilghman to star in a bank robbery silent film featuring real outlaws. Tilghman reluctantly agrees, not realizing everyone's lives will never be the same.",Serie,https://filmzie.com/content/bill-tilghman-and-the-outlaws-2019,Season 1,2. Their Best Behavior,Marshal Bill Tilghman and the Selig Silent Movie crew pick the outlaws to be in the movie.,20
Bill Tilghman and the Outlaws,English,English,2019,"Drama, History, Western","A movie company comes to Oklahoma to convince legendary lawman Bill Tilghman to star in a bank robbery silent film featuring real outlaws. Tilghman reluctantly agrees, not realizing everyone's lives will never be the same.",Serie,https://filmzie.com/content/bill-tilghman-and-the-outlaws-2019,Season 1,3. Hot To Set It Right,"Cole Younger, Frank James, and Murphy make plans to rob the town bank.",23
Bill Tilghman and the Outlaws,English,English,2019,"Drama, History, Western","A movie company comes to Oklahoma to convince legendary lawman Bill Tilghman to star in a bank robbery silent film featuring real outlaws. Tilghman reluctantly agrees, not realizing everyone's lives will never be the same.",Serie,https://filmzie.com/content/bill-tilghman-and-the-outlaws-2019,Season 1,4. Take Your Places,"While the Selig Movie Crew start the production of the film, the outlaws plan the robbery.",20
Bill Tilghman and the Outlaws,English,English,2019,"Drama, History, Western","A movie company comes to Oklahoma to convince legendary lawman Bill Tilghman to star in a bank robbery silent film featuring real outlaws. Tilghman reluctantly agrees, not realizing everyone's lives will never be the same.",Serie,https://filmzie.com/content/bill-tilghman-and-the-outlaws-2019,Season 1,5. They're Robbing The Bank,"Cole Younger, Frank James, and Murphy rob the bank during the filming of the production.",21
Bill Tilghman and the Outlaws,English,English,2019,"Drama, History, Western","A movie company comes to Oklahoma to convince legendary lawman Bill Tilghman to star in a bank robbery silent film featuring real outlaws. Tilghman reluctantly agrees, not realizing everyone's lives will never be the same.",Serie,https://filmzie.com/content/bill-tilghman-and-the-outlaws-2019,Season 1,6. Just You and Me,Marshal Bill Tilghman and his deputies fight the outlaws in the town's streets.,20
The Benefits of Gusbandry,English,English,2016,Comedy,"At her debaucherous 40th birthday party, serial relationship-killer Jackie meets handsome and charming thirty-something River - the perfect guy, who happens to be gay. Their ensuing adventures in self-medication, late-blooming, and questionable judgment lead them to discover a raucous new kind of significant otherness.",Serie,https://filmzie.com/content/the-benefits-of-gusbandry-2016,Season 1,1. 40 & Sporty,"On her debaucherous 40th birthday, chronically underemployed serial relationship-killer Jackie Rosenblum meets magnetic dreamboat River Manning.",8
The Benefits of Gusbandry,English,English,2016,Comedy,"At her debaucherous 40th birthday party, serial relationship-killer Jackie meets handsome and charming thirty-something River - the perfect guy, who happens to be gay. Their ensuing adventures in self-medication, late-blooming, and questionable judgment lead them to discover a raucous new kind of significant otherness.",Serie,https://filmzie.com/content/the-benefits-of-gusbandry-2016,Season 1,2. Gay Not Gay,Things take an unexpectedly wild turn on River and Jackie's first date.,9
The Benefits of Gusbandry,English,English,2016,Comedy,"At her debaucherous 40th birthday party, serial relationship-killer Jackie meets handsome and charming thirty-something River - the perfect guy, who happens to be gay. Their ensuing adventures in self-medication, late-blooming, and questionable judgment lead them to discover a raucous new kind of significant otherness.",Serie,https://filmzie.com/content/the-benefits-of-gusbandry-2016,Season 1,3. FML (Part 1),River and Jackie make a pact to swap places in the dating world and make each other over for their new online profiles.,5
The Benefits of Gusbandry,English,English,2016,Comedy,"At her debaucherous 40th birthday party, serial relationship-killer Jackie meets handsome and charming thirty-something River - the perfect guy, who happens to be gay. Their ensuing adventures in self-medication, late-blooming, and questionable judgment lead them to discover a raucous new kind of significant otherness.",Serie,https://filmzie.com/content/the-benefits-of-gusbandry-2016,Season 1,4. FML (Part 2),River and Jackie go on dates arranged by each other and wind up deepening their friendship in some unusually tawdry ways.,11
The Benefits of Gusbandry,English,English,2016,Comedy,"At her debaucherous 40th birthday party, serial relationship-killer Jackie meets handsome and charming thirty-something River - the perfect guy, who happens to be gay. Their ensuing adventures in self-medication, late-blooming, and questionable judgment lead them to discover a raucous new kind of significant otherness.",Serie,https://filmzie.com/content/the-benefits-of-gusbandry-2016,Season 1,5. Gateway Gays,Jackie and River take a revealing journey to the past while waiting out the effects of pot cookies at an A-Gay party.,12
The Benefits of Gusbandry,English,English,2016,Comedy,"At her debaucherous 40th birthday party, serial relationship-killer Jackie meets handsome and charming thirty-something River - the perfect guy, who happens to be gay. Their ensuing adventures in self-medication, late-blooming, and questionable judgment lead them to discover a raucous new kind of significant otherness.",Serie,https://filmzie.com/content/the-benefits-of-gusbandry-2016,Season 1,6. Gaybies,Jackie and River toy with the idea of having a baby and experience an abrupt end to their evening with an unexpected revelation.,11
The Benefits of Gusbandry,English,English,2016,Comedy,"At her debaucherous 40th birthday party, serial relationship-killer Jackie meets handsome and charming thirty-something River - the perfect guy, who happens to be gay. Their ensuing adventures in self-medication, late-blooming, and questionable judgment lead them to discover a raucous new kind of significant otherness.",Serie,https://filmzie.com/content/the-benefits-of-gusbandry-2016,Season 1,7. Exes,"Jackie and River run into their off-the-rails exes and decide to set them up, but find their relationship in sudden jeopardy.",16
The Benefits of Gusbandry,English,English,2016,Comedy,"At her debaucherous 40th birthday party, serial relationship-killer Jackie meets handsome and charming thirty-something River - the perfect guy, who happens to be gay. Their ensuing adventures in self-medication, late-blooming, and questionable judgment lead them to discover a raucous new kind of significant otherness.",Serie,https://filmzie.com/content/the-benefits-of-gusbandry-2016,Season 2,1. Angry Orgasms,"Jackie gets sucked into a round of tequila-fueled competitive jigsaw puzzling, which leads to a disastrous night of hate-offing with her toxic ex-boyfriend, Lance.",7
The Benefits of Gusbandry,English,English,2016,Comedy,"At her debaucherous 40th birthday party, serial relationship-killer Jackie meets handsome and charming thirty-something River - the perfect guy, who happens to be gay. Their ensuing adventures in self-medication, late-blooming, and questionable judgment lead them to discover a raucous new kind of significant otherness.",Serie,https://filmzie.com/content/the-benefits-of-gusbandry-2016,Season 2,2. Wake & Break,Jackie gets an STD fire drill and some safe-sex schooling from River while doing a free-lance job photographing an artisan weed brunch.,8
The Benefits of Gusbandry,English,English,2016,Comedy,"At her debaucherous 40th birthday party, serial relationship-killer Jackie meets handsome and charming thirty-something River - the perfect guy, who happens to be gay. Their ensuing adventures in self-medication, late-blooming, and questionable judgment lead them to discover a raucous new kind of significant otherness.",Serie,https://filmzie.com/content/the-benefits-of-gusbandry-2016,Season 2,3. STD Day,"Jackie and River head to the local Planned Parenthood clinic (where they have to wade through dueling protesters) to get tested for STDs, but what really gets put to the test is their relationship.",6
Ghost Dimension,"English, Unknown","English, Unknown",2016,"Documentary, European Production",Ghost Dimension is an exciting paranormal show that takes investigations to a whole new level. Using the latest technical instruments to collect and record evidence as well as incorporating good old fashioned ghost hunting techniques.,Serie,https://filmzie.com/content/ghost-dimension-2016,Season 1,Episode 1,The Ghost Dimension team head to Bolton to check out the alleged haunting at Sea Cadets academy.,43
Ghost Dimension,"English, Unknown","English, Unknown",2016,"Documentary, European Production",Ghost Dimension is an exciting paranormal show that takes investigations to a whole new level. Using the latest technical instruments to collect and record evidence as well as incorporating good old fashioned ghost hunting techniques.,Serie,https://filmzie.com/content/ghost-dimension-2016,Season 1,Episode 2,The Ghost Dimension team venture underground to investigate the City of Caves in Nottingham. The vast labyrinth of tunnels are century's old and have had many uses over the years from tannery's to air raid shelters as well as been living accommodation stretching back to the middle ages. But what still calls it home? There seems to be an angry man that doesn't take to well to visitors.,42
